date,open,high,low,close,adjusted close,volume,dividend amount,split coefficient,ticker
2018-12-13,31.25,31.67,31.0,31.28,31.28,2871673.0,0.0,1.0,WES
2018-12-12,31.74,31.9,31.27,31.28,31.28,3085274.0,0.0,1.0,WES
2018-12-11,31.0,31.37,30.91,31.34,31.34,3163448.0,0.0,1.0,WES
2018-12-10,31.0,31.07,30.67,31.06,31.06,3689370.0,0.0,1.0,WES
2018-12-09,31.78,31.83,30.92,31.0,31.0,3571721.0,0.0,1.0,WES
2018-12-06,31.75,32.2,31.3,31.95,31.95,3478654.0,0.0,1.0,WES
2018-12-05,31.2,31.82,31.2,31.73,31.73,3907489.0,0.0,1.0,WES
2018-12-04,30.49,31.29,30.4,31.26,31.26,4082771.0,0.0,1.0,WES
2018-12-03,31.31,31.45,30.8,30.95,30.95,4688367.0,0.0,1.0,WES
2018-12-02,32.01,32.21,31.55,31.71,31.71,3405519.0,0.0,1.0,WES
2018-11-29,31.44,31.59,31.15,31.59,31.59,9005904.0,0.0,1.0,WES
2018-11-28,31.7,31.76,31.34,31.51,31.51,3891742.0,0.0,1.0,WES
2018-11-27,31.58,31.66,31.29,31.46,31.46,5677300.0,0.0,1.0,WES
2018-11-26,31.55,31.92,31.5,31.67,31.67,2963252.0,0.0,1.0,WES
2018-11-25,31.9,31.93,31.47,31.5,31.5,2638650.0,0.0,1.0,WES
2018-11-22,31.47,31.96,31.27,31.89,31.89,2053248.0,0.0,1.0,WES
2018-11-21,31.95,32.24,30.81,31.32,31.32,3148628.0,0.0,1.0,WES
2018-11-20,31.95,32.21,30.71,31.96,31.96,3541727.0,0.0,1.0,WES
2018-11-19,31.4559,31.4702,31.0645,31.4702,31.4702,5439921.0,0.0,1.0,WES
2018-11-18,31.399,31.5271,31.0788,31.214,31.214,2302550.0,0.0,1.0,WES
2018-11-15,32.3242,32.3242,31.5698,31.5912,31.5912,2950632.0,0.0,1.0,WES
2018-11-14,32.9505,33.164,31.8047,32.2886,32.2886,4003494.0,0.0,1.0,WES
2018-11-13,33.6692,33.9468,32.7441,32.8366,32.8366,3184292.0,0.0,1.0,WES
2018-11-12,33.9041,34.1959,33.5554,33.7973,33.7973,3062737.0,0.0,1.0,WES
2018-11-11,33.5554,33.8899,33.4557,33.8899,33.8899,2054542.0,0.0,1.0,WES
2018-11-08,33.6977,33.9397,33.5625,33.7475,33.7475,2443311.0,0.0,1.0,WES
2018-11-07,33.3917,33.7689,33.3205,33.7689,33.7689,2413372.0,0.0,1.0,WES
2018-11-06,33.1711,33.3205,32.8793,33.228,33.228,2714870.0,0.0,1.0,WES
2018-11-05,32.7654,33.2921,32.7654,33.1853,33.1853,2724256.0,0.0,1.0,WES
2018-11-04,32.189,32.8757,32.1819,32.7085,32.7085,2540039.0,0.0,1.0,WES
2018-11-01,32.1819,32.438,32.0466,32.438,32.438,3057257.0,0.0,1.0,WES
2018-10-31,33.1995,33.2422,32.3811,32.559,32.559,4206906.0,0.0,1.0,WES
2018-10-30,32.8295,33.1782,32.7797,33.1782,33.1782,4060307.0,0.0,1.0,WES
2018-10-29,32.9505,33.1141,32.6658,33.1141,33.1141,2489815.0,0.0,1.0,WES
2018-10-28,32.5234,32.9611,32.5234,32.7014,32.7014,2427214.0,0.0,1.0,WES
2018-10-25,32.495,32.7085,32.2317,32.4523,32.4523,8232909.0,0.0,1.0,WES
2018-10-24,33.1782,33.2956,32.4665,32.4665,32.4665,4463041.0,0.0,1.0,WES
2018-10-23,33.5981,33.9397,33.5483,33.5981,33.5981,3246192.0,0.0,1.0,WES
2018-10-22,33.9468,34.0749,33.534,33.534,33.534,1936248.0,0.0,1.0,WES
2018-10-21,33.5269,34.1034,33.5198,33.9895,33.9895,2187721.0,0.0,1.0,WES
2018-10-18,33.4486,33.7618,33.4486,33.6621,33.6621,3059403.0,0.0,1.0,WES
2018-10-17,34.1034,34.1034,33.5056,33.6621,33.6621,3466001.0,0.0,1.0,WES
2018-10-16,33.8756,34.0571,33.5981,33.8187,33.8187,2287571.0,0.0,1.0,WES
2018-10-15,33.591,34.1461,33.5767,33.7404,33.7404,3097021.0,0.0,1.0,WES
2018-10-14,33.3917,33.7618,33.3846,33.5767,33.5767,2700539.0,0.0,1.0,WES
2018-10-11,33.6977,33.9254,33.4629,33.6835,33.6835,4918291.0,0.0,1.0,WES
2018-10-10,34.2315,34.4414,33.7333,33.7689,33.7689,4003060.0,0.0,1.0,WES
2018-10-09,34.6442,34.9218,34.5304,34.8364,34.8364,2227341.0,0.0,1.0,WES
2018-10-08,34.872,35.0855,34.5375,34.7225,34.7225,2914307.0,0.0,1.0,WES
2018-10-07,34.9787,35.2919,34.7083,35.0997,35.0997,1891938.0,0.0,1.0,WES
2018-10-05,35.3701,35.5338,35.0926,35.2776,35.2776,1150628.0,0.0,1.0,WES
2018-10-04,35.3559,35.4555,35.0499,35.178,35.178,2216957.0,0.0,1.0,WES
2018-10-03,34.6869,35.1638,34.6869,35.0855,35.0855,2109015.0,0.0,1.0,WES
2018-10-02,35.1495,35.3346,34.6585,34.7439,34.7439,2902381.0,0.0,1.0,WES
2018-10-01,35.0499,35.299,35.0143,35.1495,35.1495,1256747.0,0.0,1.0,WES
2018-09-28,35.5481,35.7829,35.4769,35.4769,35.4769,5605941.0,0.0,1.0,WES
2018-09-27,35.4413,35.605,35.2207,35.3701,35.3701,4140031.0,0.0,1.0,WES
2018-09-26,34.9289,35.4057,34.9289,35.4057,35.4057,3551824.0,0.0,1.0,WES
2018-09-25,35.2278,35.4698,35.0641,35.1709,35.1709,2466794.0,0.0,1.0,WES
2018-09-24,35.299,35.6192,35.1922,35.4555,35.4555,1686842.0,0.0,1.0,WES
2018-09-21,35.4413,35.7971,35.2812,35.4698,35.4698,4331129.0,0.0,1.0,WES
2018-09-20,35.8327,35.911,35.3773,35.4057,35.4057,5377727.0,0.0,1.0,WES
2018-09-19,35.9537,36.217,35.8754,36.0889,36.0889,2172827.0,0.0,1.0,WES
2018-09-18,35.8541,36.1032,35.7402,35.9537,35.9537,2558680.0,0.0,1.0,WES
2018-09-17,35.8256,36.4305,35.7687,36.2526,36.2526,1444280.0,0.0,1.0,WES
2018-09-14,36.0462,36.4376,35.8043,35.8825,35.8825,3262070.0,0.0,1.0,WES
2018-09-13,36.5088,36.7508,36.0676,36.1032,36.1032,2548269.0,0.0,1.0,WES
2018-09-12,36.3096,36.8219,36.1672,36.7294,36.7294,1777863.0,0.0,1.0,WES
2018-09-11,36.6939,36.6939,36.3878,36.5373,36.5373,1939430.0,0.0,1.0,WES
2018-09-10,36.5658,36.9429,36.5302,36.6227,36.6227,1764735.0,0.0,1.0,WES
2018-09-07,35.9608,36.6796,35.9608,36.5729,36.5729,4438471.0,0.0,1.0,WES
2018-09-06,35.9822,36.3522,35.9751,36.2668,36.2668,3365087.0,0.0,1.0,WES
2018-09-05,36.6369,36.6511,35.9964,36.1957,36.1957,2912199.0,0.0,1.0,WES
2018-09-04,36.4092,36.701,36.2242,36.6369,36.6369,2257190.0,0.0,1.0,WES
2018-09-03,36.7579,36.9501,36.5658,36.5942,36.5942,1764662.0,0.0,1.0,WES
2018-08-31,36.7223,36.7365,36.338,36.6156,36.6156,5224859.0,0.0,1.0,WES
2018-08-30,36.9714,37.0924,36.6583,36.765,36.765,3935007.0,0.0,1.0,WES
2018-08-29,36.2953,37.007,36.2953,36.8575,36.8575,2980884.0,0.0,1.0,WES
2018-08-28,36.8718,36.9572,36.4875,36.6085,36.6085,3630549.0,0.0,1.0,WES
2018-08-27,36.58,36.8575,36.3878,36.8291,36.8291,1573310.0,0.0,1.0,WES
2018-08-24,36.3878,37.0568,36.153,36.644,36.644,2914589.0,0.0,1.0,WES
2018-08-23,36.0107,36.217,35.8399,36.0889,36.0889,2298157.0,0.0,1.0,WES
2018-08-22,36.153,36.2455,35.8968,36.0035,36.0035,3250739.0,0.0,1.0,WES
2018-08-21,36.7864,36.8647,36.1103,36.2811,36.2811,2820316.0,0.0,1.0,WES
2018-08-20,36.9358,37.128,36.7365,36.886,36.886,7446416.0,0.0,1.0,WES
2018-08-17,37.3486,37.555,37.2276,37.3842,36.1842,3025681.0,0.0,1.0,WES
2018-08-16,37.2917,37.3628,36.7935,37.3628,36.1635,3940996.0,0.0,1.0,WES
2018-08-15,37.5052,37.5052,36.6796,37.1493,35.9568,5667912.0,0.0,1.0,WES
2018-08-14,36.0605,36.395,35.9679,36.0035,34.8478,3390682.0,0.0,1.0,WES
2018-08-13,35.8897,35.9751,35.7189,35.79,34.6412,1722883.0,0.0,1.0,WES
2018-08-10,35.726,36.0818,35.5409,35.8541,34.7032,2375695.0,0.0,1.0,WES
2018-08-09,35.7331,35.8327,35.3417,35.6975,34.5516,1693617.0,0.0,1.0,WES
