Ticker,Index,Close
AAD,20,1.4222
AAD,19,1.2633
AAD,18,1.1486
AAD,17,1.1067
AAD,16,1.0244
AAD,15,0.8984
AAD,14,0.6847
AAD,13,0.5835
AAD,12,0.4152
AAD,11,0.3857
AAD,10,0.3218
AAD,9,0.2673
AAD,8,0.2347
AAD,7,0.2113
AAD,6,0.2002
AAD,5,0.171
AAD,4,0.1542
AAD,3,0.1784
AAD,2,0.191
AAD,1,0.1872
AAD,0,0.1919
ARF,50,2.45
ARF,49,2.19
ARF,48,2.36
ARF,47,2.1986
ARF,46,2.1493
ARF,45,2.0986
ARF,44,2.1278
ARF,43,2.1639
ARF,42,2.1926
ARF,41,2.2373
ARF,40,2.1807
ARF,39,2.1713
ARF,38,2.0752
ARF,37,1.9356
ARF,36,2.0206
ARF,35,1.9655
ARF,34,1.8828
ARF,33,1.729
ARF,32,1.6262
ARF,31,1.7286
ARF,30,1.7687
ARF,29,1.8977
ARF,28,1.8099
ARF,27,1.7154
ARF,26,1.6591
ARF,25,1.6572
ARF,24,1.5119999999999998
ARF,23,1.4763
ARF,22,1.4721
ARF,21,1.3459
ARF,20,1.3398
ARF,19,1.3398
ARF,18,1.3108
ARF,17,1.3596
ARF,16,1.3473
ARF,15,1.3392
ARF,14,1.2791
ARF,13,1.1681
ARF,12,1.1681
ARF,11,1.0525
ARF,10,0.9593
ARF,9,0.9143
ARF,8,0.8876
ARF,7,0.8676
ARF,6,0.8341
ARF,5,0.8639
ARF,4,0.8844
ARF,3,0.8514
ARF,2,0.7681
ARF,1,0.7428
ARF,0,0.7572
ALL,50,22.82
ALL,49,31.2473
ALL,48,24.2735
ALL,47,22.6926
ALL,46,21.6797
ALL,45,14.860999999999999
ALL,44,14.4475
ALL,43,9.7817
ALL,42,8.9832
ALL,41,7.8909
ALL,40,6.8137
ALL,39,5.4796
ALL,38,4.6714
ALL,37,4.2179
ALL,36,3.8573
ALL,35,3.2242
ALL,34,2.3924
ALL,33,2.3649
ALL,32,2.127
ALL,31,1.6779
ALL,30,2.2855
ALL,29,2.233
ALL,28,2.9639
ALL,27,3.5913
ALL,26,4.5408
ALL,25,3.1652
ALL,24,2.9526
ALL,23,4.425
ALL,22,7.0968
ALL,21,7.3797
ALL,20,10.5117
ALL,19,12.2929
ALL,18,10.1422
ALL,17,9.7427
ALL,16,8.5469
ALL,15,9.3899
ALL,14,7.3867
ALL,13,6.1948
ALL,12,3.2726
ALL,11,1.3832
ALL,10,1.3832
ALL,9,1.1375
ALL,8,2.9725
ALL,7,3.3258
ALL,6,3.9014
ALL,5,4.1551
ALL,4,4.2292
ALL,3,3.6797
ALL,2,4.1823
ALL,1,2.7747
ALL,0,2.9763
ARQ,50,2.02
ARQ,49,3.1491
ARQ,48,3.1667
ARQ,47,2.8298
ARQ,46,2.6072
ARQ,45,1.7553
ARQ,44,1.7188
ARQ,43,1.801
ARQ,42,1.7072
ARQ,41,1.4838
ARQ,40,1.1671
ARQ,39,1.1757
ARQ,38,1.2401
ARQ,37,1.1401
ARQ,36,1.0944
ARQ,35,1.2925
ARQ,34,1.0214
ARQ,33,0.9656
ARQ,32,0.8251
ARQ,31,0.7328
ARQ,30,0.9709
ARQ,29,0.9083
ARQ,28,0.9885
ARQ,27,0.8292
ARQ,26,0.8269
ARQ,25,0.8109
ARQ,24,0.8859999999999999
ARQ,23,1.2521
ARQ,22,1.1495
ARQ,21,1.4214
ARQ,20,1.5816
ARQ,19,1.2039
ARQ,18,0.8932
ARQ,17,0.6802
ARQ,16,0.5294
ARQ,15,0.4536
ARQ,14,0.4718
ARQ,13,0.4231
ARQ,12,0.2909
ARQ,11,0.1688
ARQ,10,0.2026
ARQ,9,0.1162
ARQ,8,0.1328
ARQ,7,0.166
ARQ,6,0.2889
ARQ,5,0.2391
ARQ,4,0.1926
ARQ,3,0.3287
ARQ,2,0.6176
ARQ,1,2.537
ARQ,0,2.8999
AHY,50,0.935
AHY,49,0.68
AHY,48,0.695
AHY,47,0.75
AHY,46,0.745
AHY,45,1.355
AHY,44,1.36
AHY,43,1.37
AHY,42,1.265
AHY,41,1.35
AHY,40,1.5192
AHY,39,1.4425
AHY,38,1.4617
AHY,37,1.5192
AHY,36,1.5384
AHY,35,1.3637
AHY,34,1.3731
AHY,33,1.3544
AHY,32,1.7373
AHY,31,1.6299
AHY,30,1.5132
AHY,29,1.3615
AHY,28,1.339
AHY,27,1.3525
AHY,26,1.3209
AHY,25,1.4111
AHY,24,1.1665
AHY,23,1.8769
AHY,22,1.8856
AHY,21,1.7804
AHY,20,1.6006
AHY,19,1.6181
AHY,18,1.422
AHY,17,1.3247
AHY,16,1.4347
AHY,15,1.4898
AHY,14,1.4559
AHY,13,1.4813
AHY,12,1.3944
AHY,11,1.5806
AHY,10,1.5889
AHY,9,1.5475
AHY,8,1.4399
AHY,7,1.3979
AHY,6,1.3577
AHY,5,1.4622
AHY,4,1.6068
AHY,3,1.5425
AHY,2,1.6791
AHY,1,1.422
AHY,0,1.3979
ASX,50,59.14
ASX,49,64.533
ASX,48,56.4872
ASX,47,52.3866
ASX,46,48.5661
ASX,45,45.1751
ASX,44,46.6938
ASX,43,39.6915
ASX,42,37.7835
ASX,41,37.8915
ASX,40,37.7948
ASX,39,29.0762
ASX,38,30.1978
ASX,37,29.7962
